Customer Business Plan: Plan #,Customer Account: Account Name,Customer Account: Zip/Postal Code,Customer Account: Address 1,Customer Account: D&B Address line 1,Customer Business Plan: Created Date,Created Quarter,Customer Business Plan: Last Modified Date,Year,Plan Status,Was the plan originally Approved?,Customer Account: Is Direct Reseller,Customer Account: Is Direct Service Provider,Customer Account: Is Distributor Account,Customer Account: Is Aggregator,Customer Account: Is Services Only,Customer Account: Is Cloud,Customer Account: Is Resell,Customer Account: Is Subscriptions Eligible,Customer Account: Cloud Eligible,Customer Account: Cloud Activated,Define Customer’s marketing capability,Define Customer’s pre-sales scalability,Customer Account: Managed Customer,Managed Customer,Plan End Date,Executive Sponspor Present  Present,Quarter,Region,Geo,Skip Customer Approval,Total # of Employees,KPI Compliant,KPI Compliant Failure Reason,Place Country
CP-0000038829,ABC1744,4028002,"R Jose Gall, n° 1115",Rua Jose Gall 1115,29/03/2022,Q1,21/08/2022,2023,Draft,0,0,0,1,1,0,0,0,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",LATAM,AMER,0,85,0,,BRAZIL
CP-0000038808,ABC1746,01202-900,"Alameda Barão de Limeira, 425 - Centro",Al. Barão de Limeira 425,29/03/2022,Q1,11/04/2022,2023,Submitted to Customer,0,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,274,1,,BRAZIL
CP-0000038747,ABC1754,70610-440,SIG QUADRA 04 LOTE 625 PARTE A,Sig Quadra 4,22/03/2022,Q1,16/08/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,23,0,Goals and Objectives- Min. 1 Goal Required,BRAZIL
CP-0000025972,ABC1781,30310300,"Av uruguai, 13 - 8 andar. Sion","Al Santos, 880",08/04/2021,Q2,16/02/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,167,0,Goals and Objectives- Min. 1 Goal Required,BRAZIL
CP-0000026065,ABC1783,50050180,"Av. Joao de Barros, 1261",Avenida Joao de Barros 1261,14/04/2021,Q2,16/02/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,0,0,0,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,21,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,BRAZIL
CP-0000038805,ABC1887,04578-910,"Av. Nacoes Unidas, 12.901 - 18th floor - North Tower","Av. Nacoes Unidas, 12.901 - 18Th Floor - North Tower",28/03/2022,Q1,07/04/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,604,1,,BRAZIL
CP-0000036826,ABC388,9267,"Unit 1 & 2 Plot 156, GICP Gaborone Botswana",Plot 156 Unit 1 & 2 Gicp Gaborone,07/02/2022,Q1,07/06/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,,,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",SEMEA,EMEA,0,104,1,,BOTSWANA
CP-0000025953,ABC184,100191 59,Calle Velasco 213,Calle Velazco 213,06/04/2021,Q2,13/06/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,280,1,,BOLIVIA
CP-0000038837,ABC662,100191 59,Calle Velasco 213,Calle Velazco 213,29/03/2022,Q1,30/06/2022,2023,Pending re-approval,1,0,0,0,0,0,0,1,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",LATAM,AMER,0,280,1,,BOLIVIA
CP-0000024165,ABC998,10260,Calle Velasco # 232 Edificio Don Luis Piso 1 Oficina 4,Avenida Busch Calle El Salvador Nro 46,05/01/2021,Q1,21/08/2022,2022,Approved,1,0,0,1,1,0,0,0,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,2 Customer pre-­sales could scale up but there is limited desire to do so,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,6,1,,BOLIVIA
CP-0000038835,ABC1742,10260,Calle Velasco # 232 Edificio Don Luis Piso 1 Oficina 4,Avenida Busch Calle El Salvador Nro 46,29/03/2022,Q1,21/08/2022,2023,Submitted to Customer,0,0,0,1,1,0,0,0,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,2 Customer pre-­sales could scale up but there is limited desire to do so,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,6,0,Goals and Objectives- Min. 1 Goal Required,BOLIVIA
CP-0000036703,ABC195,2550,Veldkant 35D,Veldkant 35D,11/01/2022,Q1,29/03/2022,2023,Submitted to Customer,0,0,0,0,0,0,1,1,0,0,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,120,1,,BELGIUM
CP-0000038480,ABC215,B-2550,Prins Boudewijnlaan 41,Prins Boudewijnlaan 41,17/03/2022,Q1,13/06/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,21,1,,BELGIUM
CP-0000025639,ABC269,3500,"Universiteitslaan 9,",Zandvoortstr 1,17/03/2021,Q1,15/03/2022,2022,Approved,1,0,0,0,0,0,1,1,0,1,1,1 Customer has limited marketing capability,5 Customer pre-­sales is already very scalable,No,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,1861,1,,BELGIUM
CP-0000036704,ABC367,3001,Interleuvenlaan 62,Interleuvenlaan 62,11/01/2022,Q1,30/06/2022,2023,Approved,1,0,0,0,0,1,0,1,1,0,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,10,1,,BELGIUM
CP-0000036702,ABC368,2800,"Blarenberglaan 3b,",Blarenbergln 3B,11/01/2022,Q1,22/06/2022,2023,Approved,1,0,0,0,0,0,0,1,0,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,865,1,,BELGIUM
CP-0000036705,ABC371,2060,"Agisko bv.,",Agisko Bv.,11/01/2022,Q1,30/06/2022,2023,Approved,1,0,0,0,0,0,1,1,1,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,14,1,,BELGIUM
CP-0000038716,ABC372,1740,Assesteenweg 117/1,1201 Tech Data Belgium Nv,21/03/2022,Q1,21/08/2022,2023,Submitted to Customer,0,0,0,1,1,0,0,0,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,2 Customer pre-­sales could scale up but there is limited desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,8,1,,BELGIUM
CP-0000036706,ABC377,2550,Veldkant 33A,Veldkant 33A,11/01/2022,Q1,04/04/2022,2023,Approved,1,0,0,0,0,0,0,1,0,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,46,1,,BELGIUM
CP-0000038477,ABC403,1930,"Ikaroslaan 31,",Ikaroslaan 31,17/03/2022,Q1,13/04/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,131,1,,BELGIUM
CP-0000038721,ABC464,1831,Telecomlaan 5-7,"5-7 Telecomlaan, Diegem",21/03/2022,Q1,29/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,1,1,1,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,50,1,,BELGIUM
CP-0000038734,ABC475,1020,"Esplanade 1, Buro & Design Center Suite 315, Box 3",Esplanade 1,22/03/2022,Q1,18/08/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,57,1,,BELGIUM
CP-0000025643,ABC502,1930,"Ikaroslaan 31,",Ikaroslaan 31,17/03/2021,Q1,25/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,131,1,,BELGIUM
CP-0000025644,ABC551,B-2550,Prins Boudewijnlaan 41,Prins Boudewijnlaan 41,17/03/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,21,1,,BELGIUM
CP-0000039065,ABC723,B-1731,Dell N.V,Z. 3 Doornveld 122,07/04/2022,Q2,21/08/2022,2023,Submitted to Customer,0,0,0,1,0,0,0,0,0,1,1,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,0,1,,BELGIUM
CP-0000024168,ABC768,B-1731,Dell N.V,Z. 3 Doornveld 122,05/01/2021,Q1,28/02/2022,2022,Approved,1,0,0,1,0,0,0,0,0,1,1,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,0,1,,BELGIUM
CP-0000024272,ABC948,1740,Assesteenweg 117/1,1201 Tech Data Belgium Nv,05/01/2021,Q1,21/08/2022,2022,Submitted to Customer,0,0,0,1,1,0,0,0,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,2 Customer pre-­sales could scale up but there is limited desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,8,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,BELGIUM
CP-0000024167,ABC967,1831,"Twin Square, Madison Building",Woluwedal 30,05/01/2021,Q1,21/08/2022,2022,Approved,1,0,0,1,0,0,0,0,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,65,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,BELGIUM
CP-0000025551,ABC1273,2800,"Blarenberglaan 3b,",Blarenbergln 3B,05/03/2021,Q1,22/06/2022,2022,Approved,1,0,0,0,0,0,0,1,0,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,865,1,,BELGIUM
CP-0000025554,ABC1274,2060,"Agisko bv.,",Agisko Bv.,05/03/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,1,1,1,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,14,1,,BELGIUM
CP-0000025555,ABC1275,3001,Interleuvenlaan 62,Interleuvenlaan 62,05/03/2021,Q1,28/02/2022,2022,Approved,1,0,0,0,0,1,0,1,1,0,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,10,0,Planner- Incomplete Planned Total FY >1,BELGIUM
CP-0000025556,ABC1289,2630,Boomsesteenweg 41,,05/03/2021,Q1,18/08/2021,2022,Approved,1,0,0,0,0,0,0,0,0,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,37,1,,BELGIUM
CP-0000025553,ABC1290,2550,Veldkant 33A,Veldkant 33A,05/03/2021,Q1,04/04/2022,2022,Approved,1,0,0,0,0,0,0,1,0,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,32,1,,BELGIUM
CP-0000031795,ABC1465,2550,Veldkant 35D,Veldkant 35D,14/09/2021,Q3,28/02/2022,2022,Submitted to Customer,0,0,0,0,0,0,1,1,0,0,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,100,1,,BELGIUM
CP-0000031819,ABC1480,1000,Avenue des Arts 21,Kunstlaan 21,15/09/2021,Q3,15/03/2022,2022,Draft,0,0,0,0,0,0,1,1,1,1,1,,,No,1,28/01/2022,0,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,0,0,,BELGIUM
CP-0000025640,ABC1534,1020,"Esplanade 1, Buro & Design Center Suite 315, Box 3",Esplanade 1,17/03/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,57,1,,BELGIUM
CP-0000025653,ABC1642,1831,Telecomlaan 5-7,"5-7 Telecomlaan, Diegem",17/03/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,1,1,1,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,45,1,,BELGIUM
CP-0000037277,ABC1673,9820,Guldensporenpark 30 C,Guldensporenpk 30 C,18/02/2022,Q1,16/08/2022,2023,Approved,1,0,0,0,0,0,0,0,0,0,0,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,141,1,,BELGIUM
CP-0000038741,ABC1698,1831,"Twin Square, Madison Building",Woluwedal 30,22/03/2022,Q1,21/08/2022,2023,Approved,1,0,0,1,0,0,0,0,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",NEMEA,EMEA,0,65,1,,BELGIUM
CP-0000038906,ABC153,1215,"44/F, M.O.D Castle (1st Floor),","Unique Trade Center, Level 17 (South), 8 Panthapath, Kawran Bazar C/A, Dhaka - 1215",01/04/2022,Q2,30/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,50,1,,BANGLADESH
CP-0000038905,ABC962,1212,NNS Solution,Nns Solution,01/04/2022,Q2,29/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,49,1,,BANGLADESH
CP-0000026021,ABC1226,1205,"19/2, West Panthapath","19/2, West Panthapath (3Rd~5Th & 7Th Floor) Dhanmondi, Dhaka-1205, Bangladesh",13/04/2021,Q2,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,150,1,,BANGLADESH
CP-0000025956,ABC1268,1212,NNS Solution,Nns Solution,06/04/2021,Q2,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,49,1,,BANGLADESH
CP-0000025897,ABC1323,1207,"Jahir Smart Tower, 205/1/A, Begum Rokeya Sharani",Rupayan Trade Center,31/03/2021,Q1,15/08/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,83,1,,BANGLADESH
CP-0000025842,ABC1326,1215,"44/F, M.O.D Castle (1st Floor),","Unique Trade Center, Level 17 (South), 8 Panthapath, Kawran Bazar C/A, Dhaka - 1215",31/03/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,50,1,,BANGLADESH
CP-0000038908,ABC1419,1215,"11th Floor-East, BSRS Bhaban,","11th Floor-East, Bsrs Bhaban,",01/04/2022,Q2,13/04/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,5 Customer pre-­sales is already very scalable,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,175,1,,BANGLADESH
CP-0000038866,ABC1649,1207,"Jahir Smart Tower, 205/1/A, Begum Rokeya Sharani",Rupayan Trade Center,31/03/2022,Q1,15/08/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,1,1 Customer has limited marketing capability,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,1858,1,,BANGLADESH
CP-0000038907,ABC1762,1205,"19/2, West Panthapath","19/2, West Panthapath (3Rd~5Th & 7Th Floor) Dhanmondi, Dhaka-1205, Bangladesh",01/04/2022,Q2,13/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,150,1,,BANGLADESH
CP-0000026060,ABC1782,1215,"11th Floor-East, BSRS Bhaban,","11th Floor-East, Bsrs Bhaban,",14/04/2021,Q2,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,5 Customer pre-­sales is already very scalable,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,175,1,,BANGLADESH
CP-0000025618,ABC653,AZ1025,"55 Khojaly Ave., AGA Center, 8th floor",,15/03/2021,Q1,28/02/2022,2022,Approved,1,0,0,1,0,0,0,0,1,0,0,,,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,0,Planner- Incomplete Planned Total FY >1,AZERBAIJAN
CP-0000036860,ABC166,1220,Hosnedlgasse 16,Hosnedlg 16,14/02/2022,Q1,30/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,1,1 Customer has limited marketing capability,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRIA
CP-0000024685,ABC270,1120,Wagenseilgasse 3,Wagenseilg 3,10/02/2021,Q1,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,265,1,,AUSTRIA
CP-0000038730,ABC402,4020,"Hafenstrasse 2a,,",Hafenstr 2A,21/03/2022,Q1,13/04/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,67,1,,AUSTRIA
CP-0000036821,ABC503,4040,Freistaedter Str. 236,Freistädter Straße 236,07/02/2022,Q1,21/08/2022,2023,Approved,1,0,0,1,1,0,0,0,1,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,1,,AUSTRIA
CP-0000025149,ABC571,1220,Hosnedlgasse 16,Hosnedlg 16,23/02/2021,Q1,07/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,1,1 Customer has limited marketing capability,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,0,Goals and Objectives- Min. 1 Goal Required,AUSTRIA
CP-0000024638,ABC692,1120,Technologiestrasse 8,Euro Plaza,04/02/2021,Q1,07/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,180,1,,AUSTRIA
CP-0000024161,ABC786,4040,Freistaedter Str. 236,Freistädter Straße 236,05/01/2021,Q1,21/08/2022,2022,Approved,1,0,0,1,1,0,0,0,1,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,1,,AUSTRIA
CP-0000024824,ABC811,4020,"Hafenstrasse 2a,,",Hafenstr 2A,17/02/2021,Q1,04/10/2021,2022,Pending Internal Approval,0,0,0,0,0,0,1,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,67,0,Goals and Objectives- Min. 1 Goal Required,AUSTRIA
CP-0000024790,ABC858,1100,Wienerbergstrasse 11/B9,Wienerbergstrasse 11b9,17/02/2021,Q1,28/04/2021,2022,Draft,0,0,0,0,0,0,0,1,1,1,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,215,0,,AUSTRIA
CP-0000024176,ABC1003,1120,Dell Gesm. b.H.,,05/01/2021,Q1,28/02/2022,2022,Approved,1,0,0,1,0,0,0,0,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,1,,AUSTRIA
CP-0000025147,ABC1065,8074,"Parkring 4,",4 - 6Parkring Empfang,22/02/2021,Q1,07/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,202,1,,AUSTRIA
CP-0000035246,ABC1140,1090,Liechtensteinstrasse 111115,Liechtensteinstrasse 111115,11/10/2021,Q4,04/01/2022,2022,Approved,1,0,0,0,0,1,0,1,1,0,1,,,Yes,0,28/01/2022,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,4,0,Planner- Incomplete Planned Total FY >1,AUSTRIA
CP-0000036811,ABC1155,1120,Technologiestrasse 8,Euro Plaza,04/02/2022,Q1,30/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,180,1,,AUSTRIA
CP-0000036813,ABC1169,1120,Wagenseilgasse 3,Wagenseilg 3,04/02/2022,Q1,13/04/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,265,1,,AUSTRIA
CP-0000036812,ABC1170,8074,"Parkring 4,",4 - 6Parkring Empfang,04/02/2022,Q1,30/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,202,1,,AUSTRIA
CP-0000026250,ABC1391,1200,"Handelskai 94-96,",Handelskai 94-96,08/06/2021,Q2,07/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,1 Limited scope for scaling Customer pre-­sales,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,360,1,,AUSTRIA
