Customer Business Plan: Plan #,Customer Account: Account Name,Customer Account: Zip/Postal Code,Customer Account: Address 1,Customer Account: D&B Address line 1,Customer Business Plan: Created Date,Created Quarter,Customer Business Plan: Last Modified Date,Year,Plan Status,Was the plan originally Approved?,Customer Account: Is Direct Reseller,Customer Account: Is Direct Service Provider,Customer Account: Is Distributor Account,Customer Account: Is Aggregator,Customer Account: Is Services Only,Customer Account: Is Cloud,Customer Account: Is Resell,Customer Account: Is Subscriptions Eligible,Customer Account: Cloud Eligible,Customer Account: Cloud Activated,Define Customer’s marketing capability,Define Customer’s pre-sales scalability,Customer Account: Managed Customer,Managed Customer,Plan End Date,Executive Sponspor Present  Present,Quarter,Region,Geo,Skip Customer Approval,Total # of Employees,KPI Compliant,KPI Compliant Failure Reason,Place Country
CP-0000025747,ABC1236,600034,"No. 7, Deva Dropa, 1st Floor, Krishna Street",Floor 1st Floor Deva Dropa,23/03/2021,Q1,25/02/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,5 Customer pre-­sales is already very scalable,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,119,1,,INDIA
CP-0000025862,ABC1306,110019,3rd floor,,31/03/2021,Q1,31/03/2021,2022,Draft,0,0,0,0,0,0,0,1,0,1,1,1 Customer has limited marketing capability,2 Customer pre-­sales could scale up but there is limited desire to do so,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,75,0,,INDIA
CP-0000025865,ABC1328,110020,"D-147, Okhla Industrial Area, Phase-I","D-147, Okhla Industrial Area, Phase-I",31/03/2021,Q1,31/03/2021,2022,Draft,0,0,0,0,0,0,1,1,1,1,1,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,26,0,,INDIA
CP-0000025864,ABC1346,110066,NO-1,,31/03/2021,Q1,31/03/2021,2022,Draft,0,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,219,0,,INDIA
CP-0000025889,ABC1348,400072,"Lighthall 'C' Wing, Hiranandani Business Park,","Lighthall 'C' Wing, Hiranandani Business Park,",31/03/2021,Q1,02/03/2022,2022,Draft,0,0,0,0,0,0,1,1,1,1,1,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,0,0,,INDIA
CP-0000025863,ABC1355,110066,E 131 3RD FLOOR GANPATHI BHAWAN,"Floor E-131, 3rd Floor Ganpati Bhawan",31/03/2021,Q1,31/03/2021,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,62,0,,INDIA
CP-0000025838,ABC1356,110019,"15th Floor, Eros Corporate Tower.","15th Floor, Level - 15 Eros Corporate Tower",31/03/2021,Q1,22/08/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,94,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000025839,ABC1362,400059,"23,level2,Kalpataru Square",,31/03/2021,Q1,28/02/2022,2022,Approved,1,0,0,0,0,0,0,1,0,0,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,340,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000031767,ABC1364,400013,"1102, 11th Floor, Tower B",,19/08/2021,Q3,15/03/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,0,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000039181,ABC1370,400051,"1701-1704, ONE BKC Building, G Block,","1701-1704, One Bkc Building, G Block,",13/04/2022,Q2,15/08/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,467,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000038731,ABC1385,411038,"201, Giridhar Avenue, Opp. Big Bazaar","6, 2Nd Floor, 2Nd Cross",21/03/2022,Q1,07/06/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,5 Customer pre-­sales is already very scalable,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,49,1,,INDIA
CP-0000031799,ABC1413,122015,Plot 16,,15/09/2021,Q3,28/02/2022,2022,Draft,0,0,0,0,0,0,0,1,1,0,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,30248,0,,INDIA
CP-0000031766,ABC1466,122018,BluePi Consulting Private Limited,"610, Tower A,",19/08/2021,Q3,15/03/2022,2022,Submitted to Customer,0,0,0,0,0,0,0,1,1,0,0,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000039213,ABC1498,411004,Tech Mahindra Limited,"Off Lake Road, Sharda Centre, Erandwani",15/04/2022,Q2,13/06/2022,2023,Rejected,0,0,0,0,0,0,0,1,0,1,1,,,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required; Planner- Incomplete Planned Total FY >1,INDIA
CP-0000038961,ABC1512,600 101,969,,05/04/2022,Q2,30/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,27,1,,INDIA
CP-0000036775,ABC1531,400070,"303, B WIng, Commercial 1",,18/01/2022,Q1,22/08/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,461,1,,INDIA
CP-0000038974,ABC1571,400076,"A-301, 3rd Floor,",,05/04/2022,Q2,20/08/2022,2023,Approved,1,0,0,1,1,0,0,0,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,233,1,,INDIA
CP-0000038541,ABC1584,560025,"# 3, Wood Street, Ashok nagar",,18/03/2022,Q1,22/08/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,251,1,,INDIA
CP-0000025677,ABC1708,560025,"# 3, Wood Street, Ashok nagar",,18/03/2021,Q1,22/08/2022,2022,Approved,1,0,0,0,0,0,1,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,251,1,,INDIA
CP-0000038774,ABC1711,400063,"Block B6, Level 2,","Level 2, Block B6,",25/03/2022,Q1,08/08/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,1 Customer has limited marketing capability,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,585,1,,INDIA
CP-0000038286,ABC1736,400052,"76 , Shakuntala","76 , Shakuntala",16/03/2022,Q1,29/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,1041,1,,INDIA
CP-0000026181,ABC1741,695035,StarOne IT Solutions (India) Pvt. Ltd,36 Rajalakshmi Nagar,18/05/2021,Q2,29/04/2022,2022,Pending Internal Approval,0,0,0,0,0,0,0,1,0,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,24,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000025801,ABC1757,560008,"915 & 916, 8th Floor, Oxford Towers","G2, Bharathidasan University Technology Park, Khajamalai Campus",29/03/2021,Q1,15/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,0,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,162,1,,INDIA
CP-0000026180,ABC1806,400093,"502, Ackruti Star, Central Road,",,18/05/2021,Q2,21/10/2021,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,1439,0,,INDIA
CP-0000039141,ABC1816,560043,"#6, 2nd Floor, 2nd Cross",,11/04/2022,Q2,30/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,5 Customer pre-­sales is already very scalable,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,33,1,,INDIA
CP-0000039153,ABC1817,560100,"DGS-Campus Phase-1, HP Avenue","39/40,",11/04/2022,Q2,05/07/2022,2023,Submitted to Customer,0,0,0,0,0,0,1,1,0,0,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,105049,1,,INDIA
CP-0000031525,ABC1821,560103,670 Adarsh Palm Retreat,,18/08/2021,Q3,15/03/2022,2022,Approved,1,0,0,0,0,0,0,1,0,0,0,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,INDIA
CP-0000040695,ABC1828,500059,16-2-754/A/45/1,"Flat No.201,1st Floor",17/05/2022,Q2,29/06/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,24,1,,INDIA
CP-0000038540,ABC1836,560078,"#35/1 , 24th Main",1748 Deepkunj,18/03/2022,Q1,13/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,1,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,95,1,,INDIA
CP-0000039307,ABC1869,695035,StarOne IT Solutions (India) Pvt. Ltd,36 Rajalakshmi Nagar,06/05/2022,Q2,29/06/2022,2023,Approved,1,0,0,0,0,0,0,1,0,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",INDIA-CHANNEL,APAC,0,24,1,,INDIA
CP-0000037602,ABC227,1025,Szeréna köz 6 / b.,Szeréna köz 6/b.,08/03/2022,Q1,12/04/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,26,1,,HUNGARY
CP-0000037603,ABC228,1123,Alkotas utca 55-61.,Alkotas U. 55-61.,08/03/2022,Q1,25/04/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,114,1,,HUNGARY
CP-0000026101,ABC326,1123,Alkotas utca 55-61.,Alkotas U. 55-61.,19/04/2021,Q2,25/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,114,1,,HUNGARY
CP-0000024800,ABC867,2040,Edison u. 4.,Edison utca 4.,17/02/2021,Q1,28/04/2021,2022,Draft,0,0,0,0,0,0,1,1,0,1,1,,,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,0,,HUNGARY
CP-0000024166,ABC919,1117,H-1117 Budapest,"Infopark Setany 3. B Epuelet, 5. Em",05/01/2021,Q1,01/06/2021,2022,Draft,0,0,0,0,1,0,0,0,0,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,1 Limited scope for scaling Customer pre-­sales,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,21,0,,HUNGARY
CP-0000038281,ABC961,1062,EMC Corporation Váci út 1-3.,Emc Corporation Váci Út 1-3.,16/03/2022,Q1,21/08/2022,2023,Approved,1,0,0,1,0,0,0,0,0,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,21,1,,HUNGARY
CP-0000024175,ABC978,1062,EMC Corporation Váci út 1-3.,Emc Corporation Váci Út 1-3.,05/01/2021,Q1,28/02/2022,2022,Approved,1,0,0,1,0,0,0,0,0,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,24,1,,HUNGARY
CP-0000024229,ABC1106,1117,91 Budafoki Ut,Budafoki Ut 9193,05/01/2021,Q1,25/02/2022,2022,Approved,1,0,0,1,1,0,0,0,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,22,1,,HUNGARY
CP-0000025960,ABC1267,1117,Budafoki út 60.,Budafoki U 60,06/04/2021,Q2,25/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,100,1,,HUNGARY
CP-0000026081,ABC1565,1025,Szeréna köz 6 / b.,Szeréna köz 6/b.,15/04/2021,Q2,12/04/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,24,1,,HUNGARY
CP-0000037601,ABC1847,1117,Budafoki út 60.,Budafoki U 60,08/03/2022,Q1,25/04/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,100,1,,HUNGARY
CP-0000037600,ABC1848,1117,91 Budafoki Ut,Budafoki Ut 9193,08/03/2022,Q1,07/06/2022,2023,Approved,1,0,0,1,1,0,0,0,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,25,1,,HUNGARY
CP-0000039049,ABC469,0,"1/F, Century Centre, 44-46 H","1/F Century Centre, 44-46 Hung To Toad",07/04/2022,Q2,04/07/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,1,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000039050,ABC470,999077,"19/F Tower One, Millennium C",388 Kwun Tong Road,07/04/2022,Q2,04/07/2022,2023,Approved,0,0,0,0,0,0,0,1,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,1030,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000039048,ABC471,0,"16/F., Metro Center I",32 Lam Hing Street,07/04/2022,Q2,21/08/2022,2023,Approved,1,0,0,1,0,0,0,0,1,0,0,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,170,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000026108,ABC534,0,"Room 2306, Kodak House 2, 321 Java, Road,",2 321 Java Road,20/04/2021,Q2,09/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,495,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000026109,ABC535,0,"Unit 1007 - 1011, 10/F., Tins Enterprises Centre,,","Unit 701-706, 7/F, Tins Enterprise Center,~777 Lai Chi Kok Road, Cheung Sha Wan",20/04/2021,Q2,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,0,28/01/2022,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,87,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000026111,ABC549,0,"Room 307, International Plaza,",Rm 307 3/F International Plz,20/04/2021,Q2,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,,,Yes,0,28/01/2022,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000026139,ABC573,0,22 nd Floor of Yen Sheng Center,17/F One Landmark East 100 How Ming Street,27/04/2021,Q2,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,81,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000039052,ABC593,0,22 nd Floor of Yen Sheng Center,17/F One Landmark East 100 How Ming Street,07/04/2022,Q2,04/07/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,81,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000039047,ABC617,852,"Rm 2010, 20/F, Trendy Centre,",Amidas Hong Kong Office,07/04/2022,Q2,04/07/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,37,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000039051,ABC618,0,"Unit A, 25/F, TG Place, 10 Shing Yip Street",Hk,07/04/2022,Q2,04/07/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,1,1,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000039046,ABC627,0,"Room 2306, Kodak House 2, 321 Java, Road,",2 321 Java Road,07/04/2022,Q2,04/07/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,495,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000039045,ABC632,0,"Room 307, International Plaza,",Rm 307 3/F International Plz,07/04/2022,Q2,04/07/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000039053,ABC635,0,"Unit 1007 - 1011, 10/F., Tins Enterprises Centre,,","Unit 701-706, 7/F, Tins Enterprise Center,~777 Lai Chi Kok Road, Cheung Sha Wan",07/04/2022,Q2,04/07/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,87,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000036787,ABC677,0,"Flat39, 17/F,Wah Lok Ind Ctr, Fo Tan,N.T.",Wah Lock,24/01/2022,Q1,15/03/2022,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,0,0,,HONG KONG
CP-0000024840,ABC716,0,"19/F., Kin Sang Commercial Centre","16/F, Metro Centre1, 32",17/02/2021,Q1,01/07/2021,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,,,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,0,0,,HONG KONG
CP-0000025589,ABC887,0,"27/F PCCW Tower,","12Th Floor, Lai Chi Kok Engineering Centre Ii, 4 Yuet Lun Street, Lai Chi Kok, Kowloon",09/03/2021,Q1,31/08/2021,2022,Submitted to Customer,0,0,0,0,0,0,1,1,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,No,1,28/01/2022,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,14000,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000024106,ABC1039,0,"38/F, Enterprise Square Three",No 33 Hoi Yuen Road,16/12/2020,Q4,21/08/2022,2022,Draft,0,0,0,1,1,0,0,0,1,1,1,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,155,0,,HONG KONG
CP-0000024109,ABC1043,0,"16/F., Metro Center I",32 Lam Hing Street,16/12/2020,Q4,21/08/2022,2022,Draft,0,0,0,1,0,0,0,0,1,0,0,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,170,0,,HONG KONG
CP-0000024156,ABC1100,0,Unit 3312,Rm 3312 33/F Merchants Twr Shun Tak Ctr China,05/01/2021,Q1,02/03/2022,2022,Submitted to Customer,0,0,0,1,1,0,0,0,1,1,1,,,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000038994,ABC1485,0,"38/F, Enterprise Square Three",No 33 Hoi Yuen Road,06/04/2022,Q2,21/08/2022,2023,Approved,1,0,0,1,1,0,0,0,1,1,1,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,155,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000026133,ABC1706,999077,"19/F Tower One, Millennium C",388 Kwun Tong Road,26/04/2021,Q2,01/06/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,0,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,1030,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000026129,ABC1713,0,"Unit A, 25/F, TG Place, 10 Shing Yip Street",Hk,26/04/2021,Q2,09/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,1,1,,,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000026137,ABC1740,0,"1/F, Century Centre, 44-46 H","1/F Century Centre, 44-46 Hung To Toad",26/04/2021,Q2,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,1,,,Yes,0,28/01/2022,1,"Q1,Q2,Q3,Q4",GCR-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,HONG KONG
CP-0000039242,ABC172,1016,10 Av 35-21 Zona 16,10 Ave. 35-21 Ciudad Cayalá Distrito Moda Edificio A 3Er Nivel,25/04/2022,Q2,16/08/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",LATAM,AMER,0,317,1,,GUATEMALA
